Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,Unnamed: 14,NM,SW,NE,Unnamed: 18,Unnamed: 19,NM.1,SW.1,NE.1,Annual.1,Unnamed: 24,NM.2,SW.2,NE.2,Annual.2,Unnamed: 29,NM.3,SW.3,NE.3,Annual.3,Unnamed: 34,NM.4,SW.4,NE.4,Annual.4
1911.0,31.5,2.1,0.0,4.1,22.5,35.6,29.8,32.1,123.5,201.2,466.6,774.1,1723.1,1911.0,60.2,221.0,1441.9,,1941,104.10000000000001,218.70000000000002,1033.1,1355.8999999999999,1971.0,280.2,230.2,990.4,1500.8,2001.0,145.3,144.0,722.3,1011.5999999999999,1911.0,60.2,221.0,1441.9,1723.1000000000001
1912.0,10.7,0.5,0.0,0.5,14.9,13.6,22.6,94.2,39.2,230.6,538.9,162.2,1127.8999999999999,1912.0,26.6,169.60000000000002,931.7,,1942,115.10000000000001,155.2,525,795.3,1972.0,60.3,196.0,1385.5,1641.8,2002.0,233.99999999999997,98.1,543.1,875.2,1912.0,26.6,169.60000000000002,931.7,1127.9
1913.0,22.3,0.0,0.0,15.9,20.9,19.5,13.7,122.4,111.4,470.5,923.6999999999999,353.7,2074.0,1913.0,59.1,267.0,1747.8999999999999,,1943,746.7,174.3,786.3,1707.3,1973.0,55.6,217.0,979.3,1251.9,2003.0,54.900000000000006,168.9,604.2,828.0,1913.0,59.1,267.0,1747.8999999999999,2074.0
1914.0,7.4,1.6,0.0,10.6,24.6,18.8,7.8,114.0,124.3,597.5,113.6,337.7,1357.9,1914.0,44.2,264.9,1048.8,,1944,356.8,278.7,1469.5,2105,1974.0,154.8,280.6,283.7,719.1,2004.0,237.2,405.3,1185.7,1828.2,1914.0,44.2,264.9,1048.8,1357.8999999999999
1915.0,17.3,54.90000000000001,40.5,0.7,31.0,36.2,82.8,64.2,138.2,24.2,325.9,273.0,1088.9,1915.0,144.40000000000003,321.4,623.0999999999999,,1945,146.8,253.60000000000002,787.9,1188.3,1975.0,131.3,360.5,929.8,1421.6,2005.0,262.4,288.7,1241.3000000000002,1792.4,1915.0,144.40000000000003,321.4,623.0999999999999,1088.8999999999999
1916.0,0.3,4.2,0.0,4.0,19.1,27.2,105.4,144.2,72.6,211.1,262.2,63.9,914.1999999999999,1916.0,27.6,349.4,537.1999999999999,,1946,147.5,146.7,1215.9,1510.1000000000001,1976.0,14.100000000000001,363.1,1194.8,1572.0,2006.0,176.2,213.0,758.1,1147.3,1916.0,27.6,349.4,537.1999999999999,914.1999999999999
1917.0,98.7,7.2,8.6,0.0,15.1,38.4,41.3,76.5,111.9,79.7,772.1,87.7,1337.2,1917.0,129.6,268.1,939.5000000000001,,1947,295.40000000000003,263.2,401.6000000000001,960.2,1977.0,144.2,353.19999999999993,1361.1,1858.4999999999998,2007.0,52.3,383.9,1026.6999999999998,1462.8999999999999,1917.0,129.6,268.1,939.5000000000001,1337.2000000000003
1918.0,81.60000000000001,22.8,5.0,0.6,57.40000000000001,36.90000000000001,53.1,37.9,47.7,41.5,759.6,242.5,1386.6,1918.0,167.4,175.60000000000002,1043.6,,1948,205.49999999999997,115,785.1,1105.6,1978.0,71.3,243.9,1331.8,1647.0,2008.0,346.59999999999997,117.3,1082.5,1546.4,1918.0,167.4,175.60000000000002,1043.6,1386.6
1919.0,18.9,0.8,3.1,8.5,21.1,70.7,50.9,76.0,76.7,246.9,763.3,546.2,1883.1000000000001,1919.0,52.400000000000006,274.3,1556.4,,1949,87.2,286.7,311.1,685,1979.0,72.9,293.9,1139.8,1506.6,2009.0,356.6,168.6,1416.2,1941.4,1919.0,52.400000000000006,274.3,1556.4,1883.1000000000001
1920.0,90.39999999999999,2.1,0.0,29.5,30.8,23.9,2.3,64.2,205.1,249.2,1308.2,89.5,2095.2,1920.0,152.79999999999998,295.5,1646.9,,1950,193.60000000000002,320,683.2,1196.8000000000002,1980.0,45.5,154.3,681.1,880.9000000000001,2010.0,195.39999999999998,530.3,1144.9,1870.6,1920.0,152.79999999999998,295.5,1646.9,2095.2
1921.0,218.9,0.0,0.0,57.8,0.0,32.5,93.10000000000001,36.1,102.1,411.6,112.1,71.1,1135.3,1921.0,276.7,263.8,594.8000000000001,,1951,262.8,119.3,450.09999999999997,832.2,1981.0,110.39999999999999,287.4,1212.6000000000001,1610.4,2011.0,554.7,940.1,539.7,2034.5000000000002,1921.0,276.7,263.8,594.8000000000001,1135.3000000000002
1922.0,96.1,35.0,0.0,34.0,28.5,51.3,33.3,109.4,112.2,317.2,246.8,89.9,1153.7,1922.0,193.6,306.2,653.9,,1952,186.6,166.5,512.9000000000001,866.0000000000001,1982.0,76.8,147.7,782.4,1006.9,2012.0,388.40000000000003,761.2,365.59999999999997,1515.2,1922.0,193.6,306.2,653.9,1153.6999999999998
1923.0,512.1999999999999,0.0,118.1,2.4,1.9,15.2,18.0,7.300000000000001,90.8,448.9,60.1,481.6,1756.4999999999995,1923.0,634.5999999999999,131.3,990.6,,1953,144.7,234.9,660.4,1040,1983.0,58.5,393.2,1195.3,1647.0,2013.0,67.7,396.1,568.3,1032.1,1923.0,634.5999999999999,131.3,990.6,1756.5
1924.0,54.0,1.4,111.9,22.5,2.9,16.3,15.6,44.4,126.9,119.4,366.1,139.8,1021.2,1924.0,192.70000000000002,203.2,625.3,,1954,183.8,221.4,910.6,1315.8000000000002,1984.0,582.1,383.30000000000007,653.0999999999999,1618.5,2014.0,133.1,231.1,883.8000000000001,1248.0,1924.0,192.70000000000002,203.2,625.3,1021.1999999999999
1925.0,30.5,0.6,151.6,19.4,10.3,14.7,15.3,92.10000000000001,9.4,396.1,489.7,350.4,1580.1,1925.0,212.4,131.5,1236.1999999999998,,1955,364.6,296.5,712.9,1374,1985.0,203.29999999999998,374.5,1261.1,1838.8999999999999,2015.0,162.9,135.6,1559.1,1857.6,1925.0,212.4,131.5,1236.1999999999998,1580.1
1926.0,207.8,2.8,0.7,0.0,6.6,3.7,9.799999999999999,41.0,114.8,177.6,373.3,80.30000000000001,1018.3999999999999,1926.0,217.9,169.3,631.2,,1956,79.10000000000001,289.7,769.9999999999999,1138.8,1986.0,384.09999999999997,254.3,805.5,1443.9,2016.0,202.70000000000002,193.4,299.3,695.4000000000001,1926.0,217.9,169.3,631.2,1018.4000000000001
1927.0,138.5,29.4,12.9,23.0,33.2,20.8,39.6,49.9,48.4,141.6,167.6,64.3,769.1999999999999,1927.0,237.0,158.70000000000002,373.5,,1957,61.8,346.4,1395.3000000000002,1803.5000000000002,1987.0,124.39999999999999,189.10000000000002,1028.2,1341.7,2017.0,260.6,281.4,1225.3,1767.3,1927.0,237.0,158.70000000000002,373.5,769.2
1928.0,175.8,65.0,23.7,9.200000000000001,32.1,8.9,130.5,60.7,11.7,212.9,725.4,268.2,1724.1000000000001,1928.0,305.8,211.8,1206.5,,1958,93.6,135.8,683.9,913.3,1988.0,162.0,227.0,874.8,1263.8,2018.0,137.2,122.4,939.0,1198.6,1928.0,305.8,211.8,1206.5,1724.1
1929.0,41.2,11.3,27.2,53.6,8.4,38.5,43.2,85.7,132.4,194.5,460.9,307.6,1404.5,1929.0,141.70000000000002,299.8,963.0,,1959,69.7,112.39999999999999,1074.4,1256.5,1989.0,51.199999999999996,340.6,885.7,1277.5,2019.0,5.1,414.8,1055.1999999999998,1475.1,1929.0,141.70000000000002,299.8,963.0,1404.5
1930.0,380.4,74.0,23.9,0.3,188.0,25.2,5.2,36.9,104.2,843.0,340.2,102.6,2123.9,1930.0,666.5999999999999,171.5,1285.8,,1960,136.5,339.7,1758.1000000000001,2234.3,1990.0,285.20000000000005,301.0,740.2,1326.4,2020.0,48.5,427.4,1028.8000000000002,1504.7000000000003,1930.0,666.5999999999999,171.5,1285.8,2123.8999999999996
1931.0,79.1,0.0,0.0,236.2,33.3,7.699999999999999,17.8,40.2,24.7,51.2,357.7,902.9,1750.7999999999997,1931.0,348.59999999999997,90.4,1311.8,,,215.37666666666672,205.26666666666657,898.23,1318.8733333333334,,163.39333333333335,271.78666666666663,978.6533333333331,1413.8333333333335,2021.0,407.6,284.0,1553.2,2244.8,,190.2033333333333,245.98333333333338,934.2800000000001,1370.4666666666667
1932.0,2.2,1.1,70.2,75.3,39.3,11.6,33.6,78.2,98.0,233.8,747.3,495.1,1885.6999999999998,1932.0,188.10000000000002,221.4,1476.1999999999998,,,,,,,,,,,,2022.0,373.99999999999994,378.20000000000005,571.7,1323.9,,,,,
1933.0,21.9,13.1,111.5,6.4,65.7,6.2,21.6,80.7,65.1,183.0,308.7,238.8,1122.7,1933.0,218.60000000000002,173.6,730.5,,,,,,,,,,,,2023.0,260.1,191.0,1022.6999999999999,1473.8,,,,,
1934.0,183.8,7.7,0.2,32.2,15.1,25.9,25.0,9.8,19.3,368.1,210.6,45.8,943.5,1934.0,238.99999999999997,80.0,624.5,,,,,,,,,,,,2024.0,344.89999555051327,135.70000041276217,1222.89999525249,1703.4999912157655,,,,,
1935.0,122.5,1.1,15.6,84.2,0.0,73.5,25.8,66.2,53.1,221.2,589.1,468.6,1720.9,1935.0,223.39999999999998,218.6,1278.9,,,,,,,,,,,,,240.93823516325043,287.2500000121401,950.9352939780144,1479.1235291534051,,,,,
1936.0,0.1,85.7,127.6,7.8,3.3,39.9,94.5,64.89999999999999,18.1,107.0,348.6,213.2,1110.7,1936.0,224.5,217.4,668.8,,,,,,,,,,,,,,,,,,,,,
1937.0,96.3,2.0,11.0,43.2,0.8,4.8,26.1,59.0,57.8,290.5,645.6,34.3,1271.3999999999999,1937.0,153.3,147.7,970.4,,,NM,SW,NE,Annual,,,,,,,,,,,,,,,
1938.0,3.0,257.0,51.7,26.9,36.8,59.0,34.0,136.0,42.6,255.4,112.2,165.0,1179.6,1938.0,375.4,271.6,532.6,,1901-30,190.2033333333333,245.98333333333338,934.2800000000001,1371,,,,,,,,,,,,,,,
1939.0,38.8,0.0,0.8,281.6,117.0,31.2,7.1,26.5,63.59999999999999,225.8,612.7,16.8,1421.9,1939.0,438.20000000000005,128.39999999999998,855.3,,1931-60,215.37666666666672,205.26666666666657,898.23,1319,,,,,,,,,,,,,,,
1940.0,1.6,0.8,0.1,21.1,46.7,42.6,40.8,6.2,44.6,213.7,968.2,388.7,1775.1000000000001,1940.0,70.30000000000001,134.20000000000002,1570.6000000000001,,1961-90,163.39333333333335,271.78666666666663,978.6533333333331,1414,,,,,,,,,,,,,,,
1941.0,29.4,51.5,0.0,21.4,1.8,3.0,20.1,26.8,168.8,227.5,603.3,202.3,1355.8999999999999,1941.0,104.10000000000001,218.70000000000002,1033.1,,1991-2024,240.93823516325043,287.2500000121401,950.9352939780144,1479,,,,,,,,,,,,,,,
1942.0,2.6,0.3,0.0,100.0,12.2,12.2,19.2,54.7,69.1,181.8,64.7,278.5,795.3,1942.0,115.10000000000001,155.2,525.0,,,,,,,,,,,,,,,,,,,,,
1943.0,74.9,40.4,27.4,58.9,545.1,16.4,20.8,54.4,82.7,388.4,106.7,291.2,1707.3000000000002,1943.0,746.7,174.3,786.3,,,,,,,,,,,,,,,,,,,,,
1944.0,125.0,53.9,126.4,0.0,51.5,70.7,74.0,21.9,112.1,184.6,976.1,308.8,2105.0,1944.0,356.8,278.7,1469.5,,,,,,,,,,,,,,,,,,,,,
1945.0,30.9,20.7,3.6,91.60000000000001,0.0,9.200000000000001,38.4,141.3,64.7,126.3,537.5,124.1,1188.3,1945.0,146.8,253.60000000000002,787.9,,,,,,,,,,,,,,,,,,,,,
1946.0,14.6,0.0,42.1,21.9,68.89999999999999,30.5,16.8,60.09999999999999,39.3,162.9,637.2,415.8,1510.1000000000001,1946.0,147.5,146.7,1215.9,,,,,,,,,,,,,,,,,,,,,
1947.0,168.4,33.5,52.1,39.3,2.1,20.1,83.5,50.1,109.5,210.8,150.9,39.90000000000001,960.2,1947.0,295.40000000000003,263.2,401.6000000000001,,,,,,,,,,,,,,,,,,,,,
1948.0,142.0,19.6,2.7,0.2,41.0,43.9,17.5,4.4,49.2,124.2,367.6,293.3,1105.6,1948.0,205.49999999999997,115.0,785.1,,,,,,,,,,,,,,,,,,,,,
1949.0,12.9,1.0,0.0,2.1,71.2,23.3,87.9,95.8,79.7,99.3,208.5,3.3,685.0,1949.0,87.2,286.7,311.1,,,,,,,,,,,,,,,,,,,,,
1950.0,27.1,45.3,0.0,10.9,110.3,2.3,24.9,196.3,96.5,229.0,353.0,101.2,1196.8,1950.0,193.60000000000002,320.0,683.2,,,,,,,,,,,,,,,,,,,,,
1951.0,40.5,0.0,13.1,112.2,97.0,14.5,58.0,24.5,22.3,88.7,311.0,50.4,832.1999999999999,1951.0,262.8,119.3,450.09999999999997,,,,,,,,,,,,,,,,,,,,,
1952.0,72.10000000000001,60.7,0.0,47.1,6.7,8.7,84.7,55.5,17.6,135.1,138.0,239.8,866.0,1952.0,186.6,166.5,512.9000000000001,,,,,,,,,,,,,,,,,,,,,
1953.0,92.39999999999999,0.2,1.1,48.4,2.6,49.2,25.2,54.5,106.0,156.4,370.9,133.1,1040.0,1953.0,144.7,234.9,660.4,,,,,,,,,,,,,,,,,,,,,
1954.0,105.2,4.0,26.3,35.90000000000001,12.4,11.8,98.1,91.2,20.3,411.2,132.3,367.1,1315.8000000000002,1954.0,183.8,221.4,910.6,,,,,,,,,,,,,,,,,,,,,
1955.0,73.6,13.2,0.3,130.4,147.1,14.7,55.8,154.9,71.1,183.7,232.7,296.5,1374.0,1955.0,364.6,296.5,712.9,,,,,,,,,,,,,,,,,,,,,
1956.0,63.8,0.9,0.0,11.7,2.7,66.89999999999999,37.5,87.89999999999999,97.39999999999999,174.7,423.4,171.9,1138.8,1956.0,79.10000000000001,289.7,769.9999999999999,,,,,,,,,,,,,,,,,,,,,
1957.0,0.0,13.3,0.0,6.2,42.3,35.1,82.5,117.4,111.4,302.5,396.2,696.6,1803.5,1957.0,61.8,346.4,1395.3000000000002,,,,,,,,,,,,,,,,,,,,,
1958.0,17.9,0.0,1.9,20.6,53.2,11.0,47.6,62.3,14.9,175.7,437.2,71.0,913.3,1958.0,93.6,135.8,683.9,,,,,,,,,,,,,,,,,,,,,
1959.0,8.1,5.8,0.0,38.0,17.8,28.0,4.3,34.3,45.8,434.2,467.8,172.4,1256.5,1959.0,69.7,112.39999999999999,1074.4,,,,,,,,,,,,,,,,,,,,,
1960.0,64.7,36.7,0.2,25.7,9.2,65.4,181.6,0.0,92.7,285.0,1417.4,55.7,2234.3,1960.0,136.5,339.7,1758.1000000000001,,,,,,,,,,,,,,,,,,,,,
1961.0,206.6,2.1,0.0,0.0,36.3,33.6,43.3,20.1,76.8,158.3,161.9,270.0,1009.0000000000001,1961.0,245.0,173.8,590.2,,,,,,,,,,,,,,,,,,,,,
1962.0,0.1,15.0,35.0,106.5,191.2,88.80000000000001,102.6,90.2,86.7,465.6,234.5,63.5,1479.7,1962.0,347.79999999999995,368.3,763.6,,,,,,,,,,,,,,,,,,,,,
1963.0,185.7,1.3,88.2,17.7,3.4,41.5,25.4,156.2,90.8,308.5,740.9,688.5,2348.1,1963.0,296.29999999999995,313.9,1737.9,,,,,,,,,,,,,,,,,,,,,
1964.0,0.0,0.0,4.3,0.0,29.3,10.6,106.0,38.2,87.19999999999999,70.1,242.6,129.1,717.4,1964.0,33.6,242.0,441.79999999999995,,,,,,,,,,,,,,,,,,,,,
1965.0,10.0,36.8,0.9,116.9,32.0,42.4,27.3,118.2,41.5,136.4,247.1,503.2,1312.7,1965.0,196.6,229.4,886.7,,,,,,,,,,,,,,,,,,,,,
1966.0,65.2,0.0,1.8,5.4,59.5,0.0,40.9,244.7,61.8,371.1,171.8,244.6,1266.8,1966.0,131.9,347.4,787.5000000000001,,,,,,,,,,,,,,,,,,,,,
1967.0,76.5,5.2,20.8,27.6,11.7,23.4,36.7,100.4,39.1,266.2,330.8,644.3,1582.6999999999998,1967.0,141.79999999999998,199.6,1241.3,,,,,,,,,,,,,,,,,,,,,
1968.0,15.4,0.5,1.7,45.8,25.2,8.1,11.6,75.5,142.9,86.0,180.6,149.4,742.6999999999999,1968.0,88.6,238.10000000000002,416.0,,,,,,,,,,,,,,,,,,,,,
1969.0,6.0,20.2,0.0,6.1,40.2,14.1,13.2,35.1,7.300000000000001,327.7,517.8,793.9,1781.6,1969.0,72.5,69.7,1639.4,,,,,,,,,,,,,,,,,,,,,
1970.0,72.5,82.1,0.0,57.5,67.4,78.8,39.8,169.2,92.8,115.8,951.7,71.5,1799.1,1970.0,279.5,380.59999999999997,1139.0,,,,,,,,,,,,,,,,,,,,,
1971.0,96.8,4.4,38.9,70.5,69.60000000000001,33.2,85.9,58.8,52.3,302.7,120.4,567.3,1500.7999999999997,1971.0,280.2,230.2,990.4,,,,,,,,,,,,,,,,,,,,,
1972.0,9.6,0.0,0.0,9.299999999999999,41.4,52.4,45.2,19.8,78.6,515.6,460.3,409.6,1641.8000000000002,1972.0,60.3,196.0,1385.5,,,,,,,,,,,,,,,,,,,,,
1973.0,0.0,1.6,2.4,2.6,49.0,30.1,16.7,80.9,89.3,389.3,335.0,255.0,1251.9,1973.0,55.6,217.0,979.3,,,,,,,,,,,,,,,,,,,,,
1974.0,3.6,38.3,21.1,0.4,91.4,54.7,14.4,66.3,145.2,80.7,90.2,112.8,719.1,1974.0,154.8,280.6,283.7,,,,,,,,,,,,,,,,,,,,,
1975.0,48.1,0.7,60.0,3.8,18.7,6.5,112.3,166.4,75.3,288.8,401.0,240.0,1421.6,1975.0,131.3,360.5,929.8,,,,,,,,,,,,,,,,,,,,,
1976.0,3.9,2.4,2.3,4.7,0.8,39.8,122.8,100.2,100.3,241.8,573.0,380.0,1572.0,1976.0,14.100000000000001,363.1,1194.8,,,,,,,,,,,,,,,,,,,,,
1977.0,26.5,26.1,20.9,0.8,69.89999999999999,157.6,56.8,70.7,68.1,520.5,798.0,42.6,1858.5,1977.0,144.2,353.19999999999993,1361.1,,,,,,,,,,,,,,,,,,,,,
1978.0,4.4,1.0,0.0,62.1,3.8,10.2,115.2,18.8,99.69999999999999,297.7,500.6,533.5,1647.0,1978.0,71.3,243.9,1331.8,,,,,,,,,,,,,,,,,,,,,
1979.0,0.7,24.3,24.8,0.0,23.1,39.5,3.0,49.7,201.7,223.8,581.2,334.8,1506.6000000000001,1979.0,72.9,293.9,1139.8,,,,,,,,,,,,,,,,,,,,,
1980.0,11.2,0.0,0.0,12.4,21.9,46.4,30.6,23.8,53.5,256.1,253.1,171.9,880.9,1980.0,45.5,154.3,681.1,,,,,,,,,,,,,,,,,,,,,
1981.0,80.89999999999999,0.1,0.8,0.8999999999999999,27.7,6.7,124.4,15.7,140.6,581.1,354.3,277.2,1610.4,1981.0,110.39999999999999,287.4,1212.6000000000001,,,,,,,,,,,,,,,,,,,,,
1982.0,2.0,0.0,0.6,47.5,26.7,90.7,8.6,8.3,40.1,175.5,440.9,166.0,1006.9,1982.0,76.8,147.7,782.4,,,,,,,,,,,,,,,,,,,,,
1983.0,0.2,0.0,0.0,0.0,58.3,0.0,56.5,166.6,170.1,188.7,185.1,821.5,1647.0,1983.0,58.5,393.2,1195.3,,,,,,,,,,,,,,,,,,,,,
1984.0,111.5,341.5,73.2,55.9,0.0,31.8,164.4,28.3,158.8,55.9,439.4,157.8,1618.4999999999998,1984.0,582.1,383.30000000000007,653.0999999999999,,,,,,,,,,,,,,,,,,,,,
1985.0,195.1,3.6,0.0,4.2,0.4,76.3,84.5,146.2,67.5,183.6,877.9,199.6,1838.8999999999999,1985.0,203.29999999999998,374.5,1261.1,,,,,,,,,,,,,,,,,,,,,
1986.0,257.4,47.2,51.0,11.4,17.1,9.3,45.8,113.4,85.8,177.4,288.6,339.5,1443.9,1986.0,384.09999999999997,254.3,805.5,,,,,,,,,,,,,,,,,,,,,
1987.0,61.9,6.999999999999999,37.7,5.5,12.3,35.6,15.3,68.8,69.4,516.3,233.2,278.7,1341.7,1987.0,124.39999999999999,189.10000000000002,1028.2,,,,,,,,,,,,,,,,,,,,,
1988.0,5.1,0.0,44.5,111.1,1.3,29.6,26.0,112.8,58.59999999999999,32.1,777.3,65.4,1263.8,1988.0,162.0,227.0,874.8,,,,,,,,,,,,,,,,,,,,,
1989.0,23.5,0.0,3.9,0.9,22.9,12.4,140.2,78.5,109.5,121.0,614.4,150.3,1277.4999999999998,1989.0,51.199999999999996,340.6,885.7,,,,,,,,,,,,,,,,,,,,,
1990.0,83.1,5.5,85.2,0.0,111.4,3.8,20.2,161.4,115.6,409.3,187.9,143.0,1326.4,1990.0,285.20000000000005,301.0,740.2,,,,,,,,,,,,,,,,,,,,,
1991.0,78.2,0.7,0.2,0.0,0.0,216.3,21.1,78.5,110.5,283.9,745.3,152.5,1687.2,1991.0,79.10000000000001,426.4,1181.6999999999998,,,,,,,,,,,,,,,,,,,,,
1992.0,2.2,0.0,0.0,1.1,24.8,5.2,11.3,87.6,72.6,155.1,380.5,172.8,913.2,1992.0,28.1,176.7,708.4000000000001,,,,,,,,,,,,,,,,,,,,,
1993.0,0.0,4.6,9.8,22.9,26.9,28.8,34.6,112.9,137.8,249.8,706.4,523.9,1858.4,1993.0,64.19999999999999,314.1,1480.1,,,,,,,,,,,,,,,,,,,,,
1994.0,18.3,101.7,1.9,1.3,32.3,0.2,13.5,11.1,6.2,154.6,563.7,143.0,1047.8,1994.0,155.5,30.999999999999996,861.3000000000001,,,,,,,,,,,,,,,,,,,,,
1995.0,1189.0,0.6000000000000001,4.5,12.9,133.0,51.6,57.5,34.2,74.4,269.6,445.1,52.1,2324.5,1995.0,1340.0,217.70000000000002,766.8000000000001,,,,,,,,,,,,,,,,,,,,,
1996.0,9.7,0.0,0.0,13.2,0.0,161.1,14.7,128.7,181.1,163.2,505.7,496.9,1674.3000000000002,1996.0,22.9,485.6,1165.8,,,,,,,,,,,,,,,,,,,,,
1997.0,63.90000000000001,0.0,0.0,15.4,0.2,54.0,63.2,17.9,113.9,275.1,759.1999999999999,582.6,1945.4,1997.0,79.50000000000001,249.0,1616.9,,,,,,,,,,,,,,,,,,,,,
1998.0,20.3,4.2,0.0,2.4,83.19999999999999,6.3,23.3,132.4,95.1,83.9,322.6,536.1,1309.8000000000002,1998.0,110.1,257.1,942.6,,,,,,,,,,,,,,,,,,,,,
1999.0,31.1,118.2,1.1,49.6,73.3,10.1,27.2,32.1,20.2,215.8,499.4,118.9,1197.0,1999.0,273.3,89.60000000000001,834.1,,,,,,,,,,,,,,,,,,,,,
2000.0,289.1,112.3,4.0,12.1,7.2,33.5,22.3,59.90000000000001,118.5,148.3,340.7,167.0,1314.9,2000.0,424.70000000000005,234.20000000000002,656.0,,,,,,,,,,,,,,,,,,,,,
2001.0,11.0,2.8,0.0,53.5,78.0,38.3,19.2,34.6,51.9,156.1,281.3,284.9,1011.6,2001.0,145.3,144.0,722.3,,,,,,,,,,,,,,,,,,,,,
2002.0,13.7,209.2,0.0,0.0,11.1,18.4,46.7,17.6,15.4,240.0,219.0,84.1,875.1999999999999,2002.0,233.99999999999997,98.1,543.1,,,,,,,,,,,,,,,,,,,,,
2003.0,13.5,0.0,7.1,11.0,23.3,29.8,62.7,34.0,42.4,129.4,436.8,38.0,828.0,2003.0,54.900000000000006,168.9,604.2,,,,,,,,,,,,,,,,,,,,,
2004.0,8.7,0.0,2.3,0.0,226.2,3.4,54.7,57.90000000000001,289.3,699.8,405.7,80.2,1828.2,2004.0,237.2,405.3,1185.7,,,,,,,,,,,,,,,,,,,,,
